letter_number,occurrence,date,english_title,source_pdf_pages,translation_status,bilingual_alignment_status,editorial_review_status,final_release_status,source_incomplete,file
3428,1,2009-11-01,Are They Not the Hands That Protect?,024-032,source-checked,aligned,reviewed,pending,false,letters/3428-are-they-not-the-hands-that-protect.md
3429,1,2009-11-04,Let Us Relieve the Hardships of the Tamils Who Have Come Here Too!,033-039,source-checked,aligned,reviewed,pending,false,letters/3429-let-us-relieve-the-hardships-of-the-tamils-who-have-come-here-too.md
3430,1,2009-11-06,"Kerala Government, With Ears That Will Not Hear; Why Sting Like a Scorpion!",040-048,source-checked,aligned,reviewed,pending,false,letters/3430-kerala-government-with-ears-that-will-not-hear-why-sting-like-a-scorpion.md
3431,1,2009-11-10,Which of These Is Helplessness?,049-053,source-checked,aligned,reviewed,pending,false,letters/3431-which-of-these-is-helplessness.md
3432,1,2009-11-12,Wipe Away the Tears! Let Duty Continue!,054-060,source-checked,aligned,reviewed,pending,false,letters/3432-wipe-away-the-tears-let-duty-continue.md
3433,1,2009-11-15,A Lesson the Lady of the Press Must Learn!,061-069,source-checked,aligned,reviewed,pending,false,letters/3433-a-lesson-the-lady-of-the-press-must-learn.md
3434,1,2009-11-18,Who Will Know Our Silent Pain?,070-075,source-checked,aligned,reviewed,pending,false,letters/3434-who-will-know-our-silent-pain.md
3435,1,2009-11-26,A Serial That Has Ended; A History That Cannot End!,076-086,source-checked,aligned,reviewed,pending,false,letters/3435-a-serial-that-has-ended-a-history-that-cannot-end.md
3436,1,2009-11-28,Why the Anger at Chidambaram?,087-092,source-checked,aligned,reviewed,pending,false,letters/3436-why-the-anger-at-chidambaram.md
3437,1,2009-11-30,Let Us Avoid Violence and Win the Coming Elections Too!,093-098,source-checked,aligned,reviewed,pending,false,letters/3437-let-us-avoid-violence-and-win-the-coming-elections-too.md
3438,1,2009-12-04,The DMK Government as a Walking Stick for Persons with Disabilities!,099-103,source-checked,aligned,reviewed,pending,false,letters/3438-the-dmk-government-as-a-walking-stick-for-persons-with-disabilities.md
3439,1,2009-12-05,"The Coimbatore Conference — Giving Coolness, Like the Shade of a Tree!",104-111,source-checked,aligned,reviewed,pending,false,letters/3439-the-coimbatore-conference-giving-coolness-like-the-shade-of-a-tree.md
3440,1,2009-12-12,The ‘Coimbatore’ Conference in the Path of ‘Kanchi’!,112-118,source-checked,aligned,reviewed,pending,false,letters/3440-the-coimbatore-conference-in-the-path-of-kanchi.md
3441,1,2009-12-13,An Appeal from One Among the Udanpirappugal!,119-130,source-checked,aligned,reviewed,pending,false,letters/3441-an-appeal-from-one-among-the-udanpirappugal.md
3442,1,2009-12-16,Achievements of the DMK Government That Overcame Trials!,131-137,source-checked,aligned,reviewed,pending,false,letters/3442-achievements-of-the-dmk-government-that-overcame-trials.md
3443,1,2009-12-20,They and We: A Comparison!,138-142,source-checked,aligned,reviewed,pending,false,letters/3443-they-and-we-a-comparison.md
3444,1,2009-12-21,Here Again Is My Loving Invitation!,143-148,source-checked,aligned,reviewed,pending,false,letters/3444-here-again-is-my-loving-invitation.md
3445,1,2009-12-25,Some Copper-Plate Records in the History of Classical Tamil — 1,149-156,source-checked,aligned,reviewed,pending,false,letters/3445-some-copper-plate-records-in-the-history-of-classical-tamil-1.md
3446,1,2009-12-26,Some Copper-Plate Records in the History of Classical Tamil — 2: Caldwell on Dravidian Distinctiveness,157-164,source-checked,aligned,reviewed,pending,false,letters/3446-some-copper-plate-records-in-the-history-of-classical-tamil-2-caldwell-on-dravidian-distinctiveness.md
3447,1,2009-12-27,Some Copper-Plate Records in the History of Classical Tamil — 3: Pavanar’s Fifteen Evidences,165-172,source-checked,aligned,reviewed,pending,false,letters/3447-some-copper-plate-records-in-the-history-of-classical-tamil-3-pavanars-fifteen-evidences.md
3448,1,2009-12-28,Some Copper-Plate Records in the History of Classical Tamil — 4: An Ancient Language Living Older Than Antiquity!,173-181,source-checked,aligned,reviewed,pending,false,letters/3448-some-copper-plate-records-in-the-history-of-classical-tamil-4-an-ancient-language-living-older-than-antiquity.md
3449,1,2009-12-29,Some Copper-Plate Records in the History of Classical Tamil — 5: A Collection of Views from a California Professor!,182-190,source-checked,aligned,reviewed,pending,false,letters/3449-some-copper-plate-records-in-the-history-of-classical-tamil-5-a-collection-of-views-from-a-california-professor.md
3450,1,2009-12-30,Some Copper-Plate Records in the History of Classical Tamil — 6: Continuing Actions for Classical Tamil to Flourish!,191-198,source-checked,aligned,reviewed,pending,false,letters/3450-some-copper-plate-records-in-the-history-of-classical-tamil-6-continuing-actions-for-classical-tamil-to-flourish.md
3451,1,2009-12-31,Some Copper-Plate Records in the History of Classical Tamil — 7: Not a Letter; a Copper-Plate Record That Time Cannot Erase!,199-207,source-checked,aligned,reviewed,pending,false,letters/3451-some-copper-plate-records-in-the-history-of-classical-tamil-7-not-a-letter-a-copper-plate-record-that-time-cannot-erase.md
3452,1,2010-01-09,I Shower Greetings upon the People of Prosperous Tamil Nadu!,208-211,source-checked,aligned,reviewed,pending,false,letters/3452-i-shower-greetings-upon-the-people-of-prosperous-tamil-nadu.md
3453,1,2010-01-13,There Is a ‘Leader’ — Do Not Be Deluded!,212-234,source-checked,aligned,reviewed,pending,false,letters/3453-there-is-a-leader-do-not-be-deluded.md
3454,1,2010-02-03,"Alas! On This Day, the Memory of That Day!",235-240,source-checked,aligned,reviewed,pending,false,letters/3454-alas-on-this-day-the-memory-of-that-day.md
3455,1,2010-02-10,‘Is the Fence Devouring the Crop?’,241-245,source-checked,aligned,reviewed,pending,false,letters/3455-is-the-fence-devouring-the-crop.md
3456,1,2010-02-11,Humaneness and Unsullied Political Civility!,246-249,source-checked,aligned,reviewed,pending,false,letters/3456-humaneness-and-unsullied-political-civility.md
3457,1,2010-02-12,He Laughed; I Laughed Too!,250-253,source-checked,aligned,reviewed,pending,false,letters/3457-he-laughed-i-laughed-too.md
3458,1,2010-02-18,A Kolam for Which the Dots Must Continue to Be Placed!,254-256,source-checked,aligned,reviewed,pending,false,letters/3458-a-kolam-for-which-the-dots-must-continue-to-be-placed.md
3459,1,2010-02-19,Politics in Sugarcane!,257-259,source-checked,aligned,reviewed,pending,false,letters/3459-politics-in-sugarcane.md
3460,1,2010-02-20,The National Commission for Scheduled Castes and the DMK Government!,260-265,source-checked,aligned,reviewed,pending,false,letters/3460-the-national-commission-for-scheduled-castes-and-the-dmk-government.md
3461,1,2010-02-26,The Film-World Celebration and the Dream Some Saw!,266-270,source-checked,aligned,reviewed,pending,false,letters/3461-the-film-world-celebration-and-the-dream-some-saw.md
3462,1,2010-02-28,Let It Serve Our Journey!,271-273,source-checked,aligned,reviewed,pending,false,letters/3462-let-it-serve-our-journey.md
3463,1,2010-03-02,The Differently Abled Are Human Beings Too!,274-278,source-checked,aligned,reviewed,pending,false,letters/3463-the-differently-abled-are-human-beings-too.md
3464,1,2010-03-07,What Does the Great Thinker Rousseau Say about Public Opinion?,279-284,source-checked,aligned,reviewed,pending,false,letters/3464-what-does-the-great-thinker-rousseau-say-about-public-opinion.md
3465,1,2010-03-10,Waves of Memory That Strike the Heart!,285-293,source-checked,aligned,reviewed,pending,false,letters/3465-waves-of-memory-that-strike-the-heart.md
3466,1,2010-03-11,Will You Come to Chennai to Make Me Happy?,294-298,source-checked,aligned,reviewed,pending,false,letters/3466-will-you-come-to-chennai-to-make-me-happy.md
3467,1,1974-11-02,A Letter Written 36 Years Ago by Then Chief Minister Kalaignar to Justice Magarajan!,299-303,source-checked,aligned,reviewed,pending,false,letters/3467-a-letter-written-36-years-ago-by-then-chief-minister-kalaignar-to-justice-magarajan.md
3468,1,2010-05-12,How Long Will She Keep Deceiving This Country?,304-314,source-checked,aligned,reviewed,pending,false,letters/3468-how-long-will-she-keep-deceiving-this-country.md
3469,1,2010-05-13,The Useless Word Panneer Used!,315-316,source-checked,aligned,reviewed,pending,false,letters/3469-the-useless-word-panneer-used.md
